target,buy,shopcar,Sales_3,Sales_7,active_ratio,buy_ratio
0,0,0,24,24,2.2857142857142856,0.18484288354898337
0,0,0,2,2,2.2857142857142856,0.18484288354898337
0,0,0,2,2,2.2857142857142856,0.18484288354898337
0,0,0,2,2,2.2857142857142856,0.18484288354898337
0,0,0,4,4,2.2857142857142856,0.18484288354898337
0,0,0,1,1,1.7142857142857142,0.10533707865168539
0,0,1,40,40,1.7142857142857142,0.10533707865168539
0,1,2,35,35,1.7142857142857142,0.10533707865168539
0,0,0,59,59,1.7142857142857142,0.10533707865168539
0,0,0,2,2,1.7142857142857142,0.10533707865168539
0,0,0,10,10,1.7142857142857142,0.10533707865168539
0,0,2,194,194,1.7142857142857142,0.10533707865168539
0,0,0,4,4,1.7142857142857142,0.2956989247311828
0,0,0,9,9,1.7142857142857142,0.2956989247311828
0,0,0,2,2,1.7142857142857142,0.2956989247311828
0,0,0,3,3,1.7142857142857142,0.2956989247311828
0,0,0,1,1,1.7142857142857142,0.2956989247311828
0,5,4,84,84,1.7142857142857142,0.2956989247311828
0,0,0,2,2,1.7142857142857142,0.2956989247311828
0,0,0,5,5,1.7142857142857142,0.2956989247311828
0,0,0,1,1,1.7142857142857142,0.2956989247311828
0,0,0,2,2,1.7142857142857142,0.2956989247311828
0,1,1,44,44,1.7142857142857142,0.2956989247311828
0,0,0,1,1,1.7142857142857142,0.2956989247311828
0,0,0,6,6,1.7142857142857142,0.2956989247311828
0,0,0,1,1,1.7142857142857142,0.2956989247311828
0,0,0,6,6,1.7142857142857142,0.2956989247311828
0,0,0,2,2,1.7142857142857142,0.2956989247311828
0,0,1,24,24,0.8571428571428571,0.05370569280343716
0,0,4,127,127,0.8571428571428571,0.05370569280343716
0,0,0,7,7,0.8571428571428571,0.05370569280343716
0,0,0,5,5,0.5714285714285714,0.23622047244094488
0,0,0,1,1,0.5714285714285714,0.23622047244094488
0,0,0,1,1,0.5714285714285714,0.23622047244094488
0,0,0,7,7,0.5714285714285714,0.23622047244094488
0,0,0,9,9,0.5714285714285714,0.23622047244094488
0,0,0,34,34,0.5714285714285714,0.23622047244094488
0,0,0,5,5,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,0,1,29,29,2.5714285714285716,0.03287851389117212
0,0,0,77,77,2.5714285714285716,0.03287851389117212
0,0,0,30,30,2.5714285714285716,0.03287851389117212
0,0,0,7,7,2.5714285714285716,0.03287851389117212
0,0,1,9,9,2.5714285714285716,0.03287851389117212
0,0,0,10,10,2.5714285714285716,0.03287851389117212
0,0,0,3,3,2.5714285714285716,0.03287851389117212
0,0,0,18,18,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,0,0,2,2,2.5714285714285716,0.03287851389117212
0,0,1,40,40,2.5714285714285716,0.03287851389117212
0,0,0,51,51,2.5714285714285716,0.03287851389117212
0,1,1,29,29,2.5714285714285716,0.03287851389117212
0,0,0,2,2,2.5714285714285716,0.03287851389117212
0,0,0,11,11,2.5714285714285716,0.03287851389117212
0,2,6,310,310,2.5714285714285716,0.03287851389117212
0,0,2,31,31,2.5714285714285716,0.03287851389117212
0,0,0,3,3,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,0,1,45,45,2.5714285714285716,0.03287851389117212
0,0,2,47,47,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,0,0,4,4,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,0,0,3,3,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,0,0,2,2,2.5714285714285716,0.03287851389117212
0,0,0,4,4,2.5714285714285716,0.03287851389117212
0,0,1,25,25,2.5714285714285716,0.03287851389117212
0,1,0,61,61,2.5714285714285716,0.03287851389117212
0,0,0,4,4,2.5714285714285716,0.03287851389117212
0,0,1,21,21,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,0,0,6,6,2.5714285714285716,0.03287851389117212
0,0,1,70,70,2.5714285714285716,0.03287851389117212
0,0,0,3,3,2.5714285714285716,0.03287851389117212
0,0,0,5,5,2.5714285714285716,0.03287851389117212
0,0,0,6,6,2.5714285714285716,0.03287851389117212
0,0,0,20,20,2.5714285714285716,0.03287851389117212
0,0,0,9,9,2.5714285714285716,0.03287851389117212
0,0,1,15,15,2.5714285714285716,0.03287851389117212
0,0,0,6,6,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,1,0,16,16,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,1,0,34,34,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,0,0,6,6,2.5714285714285716,0.03287851389117212
0,0,0,18,18,2.5714285714285716,0.03287851389117212
0,0,0,2,2,2.5714285714285716,0.03287851389117212
0,0,0,7,7,2.5714285714285716,0.03287851389117212
0,0,0,3,3,2.5714285714285716,0.03287851389117212
0,0,0,23,23,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,0,0,4,4,2.5714285714285716,0.03287851389117212
0,0,0,1,1,2.5714285714285716,0.03287851389117212
0,0,0,14,14,2.5714285714285716,0.03287851389117212
0,0,0,3,3,2.5714285714285716,0.03287851389117212
0,0,1,22,22,2.5714285714285716,0.03287851389117212
0,0,0,5,5,2.5714285714285716,0.03287851389117212
0,0,0,3,3,0.2857142857142857,0.016420361247947456
0,0,0,2,2,0.2857142857142857,0.016420361247947456
0,6,29,621,621,0.0,0.0
0,0,0,2,2,2.5714285714285716,0.03748828491096532
0,0,0,3,3,2.5714285714285716,0.03748828491096532
0,0,1,42,42,0.2857142857142857,0.08547008547008547
0,0,2,8,8,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,4,68,68,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,0,5,5,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,6,6,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,5,5,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,6,6,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,1,5,5,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,0,6,6,0.5714285714285714,0.01702127659574468
0,0,1,15,15,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,0,5,5,0.5714285714285714,0.01702127659574468
0,0,3,15,15,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,9,9,0.5714285714285714,0.01702127659574468
0,0,0,6,6,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,56,56,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,6,6,0.5714285714285714,0.01702127659574468
0,0,0,6,6,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,10,10,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,11,11,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,1,1,13,13,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,13,13,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,0,9,9,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,1,8,8,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,0,21,21,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,8,8,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,2,84,84,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,1,26,26,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,2,18,18,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,9,9,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,1,11,11,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,8,8,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,1,18,18,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,5,5,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,4,4,0.5714285714285714,0.01702127659574468
0,0,2,15,15,0.5714285714285714,0.01702127659574468
0,0,0,3,3,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,6,6,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,1,1,22,22,0.5714285714285714,0.01702127659574468
0,0,0,5,5,0.5714285714285714,0.01702127659574468
0,0,0,14,14,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,5,5,0.5714285714285714,0.01702127659574468
0,0,4,46,46,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,1,17,17,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,2,21,21,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,6,6,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,2,2,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,0,0,8,8,0.5714285714285714,0.01702127659574468
0,0,1,5,5,0.5714285714285714,0.01702127659574468
0,0,0,1,1,0.5714285714285714,0.01702127659574468
0,1,0,1,1,0.5714285714285714,0.29239766081871343
0,0,0,3,3,0.5714285714285714,0.29239766081871343
0,0,0,7,7,0.5714285714285714,0.29239766081871343
0,0,0,4,4,0.5714285714285714,0.29239766081871343
0,0,0,2,2,0.5714285714285714,0.29239766081871343
0,0,0,2,2,0.5714285714285714,0.29239766081871343
0,1,0,9,9,0.5714285714285714,0.29239766081871343
0,0,0,1,1,0.0,0.0
0,0,0,2,2,2.857142857142857,0.18666666666666668
0,0,0,2,2,2.857142857142857,0.18666666666666668
0,0,0,5,5,2.857142857142857,0.18666666666666668
0,0,0,14,14,2.857142857142857,0.18666666666666668
0,0,0,5,5,2.857142857142857,0.18666666666666668
0,0,0,20,20,2.857142857142857,0.18666666666666668
